(52,620,0)
(105,618,0)
(156,617,0)
(256,614,0)
(310,612,0)
(410,609,0)
(510,606,0)
(612,603,0)
(664,601,0)
(715,599,0)
(766,598,0)
(868,595,0)
(921,593,0)
(1021,590,0)
(1072,589,0)
(1123,587,0)
(1176,585,0)
(1227,584,0)
(1327,581,0)
(1379,579,0)
(1432,577,0)
(1483,576,0)
(1534,574,0)
(1636,571,0)
(1688,569,0)
(1788,566,0)
(1839,565,0)
(1892,563,0)
(1943,561,0)
(1994,560,0)
(2094,557,0)
(2195,553,0)
(2247,552,0)
(2298,550,0)
(2398,547,0)
(2499,544,0)
(2553,542,0)
(2604,541,0)
(2704,538,0)
(2755,536,0)
(2856,533,0)
(2907,531,0)
(3007,528,0)
(3059,526,0)
(3161,523,0)
(3212,522,0)
(3312,519,0)
(3363,517,0)
(3417,515,0)
(3518,512,0)
(3620,509,0)
(3672,507,0)
(3772,505,0)
(3823,503,0)
(3875,501,0)
(3927,500,0)
(3978,498,0)
(4078,495,0)
(4131,493,0)
(4232,490,0)
(4283,489,0)
(4383,486,0)
(4435,484,0)
(4536,481,0)
(4587,479,0)
(4687,476,0)
(4739,474,0)
(4840,471,0)
(4891,470,0)
(4942,468,0)
(5043,465,0)
(5144,462,0)
(5195,460,0)
(5295,457,0)
(5347,455,0)
(5402,454,0)
(5502,451,0)
(5604,447,0)
(5656,446,0)
(5756,443,0)
(5856,440,0)
(5907,438,0)
(5961,436,0)
(6061,433,0)
(6163,430,0)
(6216,428,0)
(6267,427,0)
(6367,424,0)
(6420,422,0)
(6472,420,0)
(6573,417,0)
(6675,414,0)
(6728,412,0)
(6828,409,0)
(6931,406,0)
(6984,404,0)
(7035,403,0)
(7135,400,0)
(7188,398,0)
(7240,396,0)
(7341,394,0)
(7392,392,0)
(7443,390,0)
(7496,389,0)
(7596,386,0)
(7699,382,0)
(7753,381,0)
(7804,379,0)
(7904,376,0)
(7956,374,0)
(8057,371,0)
(8108,370,0)
(8159,368,0)
(8261,365,0)
(8313,363,0)
(8413,360,0)
(8464,359,0)
(8516,357,0)
(8569,355,0)
(8620,354,0)
(8720,351,0)
(8772,349,0)
(8825,347,0)
(8876,346,0)
(8927,344,0)
(9031,341,0)
(9131,338,0)
(9232,335,0)
(9284,333,0)
(9339,331,0)
(9390,330,0)
(9492,326,0)
(9592,323,0)
(9643,322,0)
(9694,320,0)
(9796,317,0)
(9848,315,0)
(9948,312,0)
(9999,311,0)
(10100,307,0)
(10153,306,0)
(10253,303,0)
(10304,301,0)
(10356,300,0)
(10457,296,0)
(10557,293,0)
(10608,292,0)
(10660,290,0)
(10714,288,0)
(10765,287,0)
(10865,284,0)
(10917,282,0)
(11017,279,0)
(11068,278,0)
(11168,275,0)
(11220,273,0)
(11322,270,0)
(11373,268,0)
(11473,265,0)
(11527,263,0)
(11625,260,0)
(11676,259,0)
(11776,256,0)
(11828,254,0)
(11929,251,0)
(11980,249,0)
(12080,246,0)
(12132,244,0)
(12233,241,0)
(12284,240,0)
(12384,237,0)
(12436,235,0)
(12490,233,0)
(12591,230,0)
(12692,227,0)
(12745,225,0)
(12845,222,0)
(12945,219,0)
(12996,217,0)
(13050,216,0)
(13150,213,0)
(13252,209,0)
(13306,208,0)
(13357,206,0)
(13457,203,0)
(13508,201,0)
(13562,200,0)
(13662,197,0)
(13765,194,0)
(13818,192,0)
(13918,189,0)
(14021,186,0)
(14072,184,0)
(14123,183,0)
(14223,180,0)
(14327,176,0)
(14428,173,0)
(14479,172,0)
(14580,168,0)
(14682,165,0)
(14733,164,0)
(14833,161,0)
(14885,159,0)
(14986,156,0)
(15037,154,0)
(15088,153,0)
(15140,151,0)
(15193,149,0)
(15244,148,0)
(15344,145,0)
(15397,143,0)
(15449,141,0)
(15500,140,0)
(15600,137,0)
(15652,135,0)
(15707,133,0)
(15807,130,0)
(15862,128,0)
(15916,127,0)
(16017,124,0)
(16070,122,0)
(16123,120,0)
(16174,119,0)
(16274,116,0)
(16326,114,0)
(16379,112,0)
(16430,111,0)
(16481,109,0)
(16582,106,0)
(16635,104,0)
(16735,101,0)
(16786,100,0)
(16838,98,0)
(16891,96,0)
(16942,95,0)
(17042,92,0)
(17094,90,0)
(17195,87,0)
(17246,85,0)
(17346,82,0)
(17399,81,0)
(17451,79,0)
(17502,77,0)
(17553,76,0)
(17654,72,0)
(17707,71,0)
(17807,68,0)
(17858,66,0)
(17911,65,0)
(17963,63,0)
(18014,62,0)
(18114,59,0)
(18166,57,0)
(18269,53,0)
(18320,52,0)
(18422,49,0)
(18475,47,0)
(18526,46,0)
(18627,43,0)
(18679,41,0)
(18732,39,0)
(18783,38,0)
(18883,35,0)
(18936,33,0)
(18989,31,0)
(19089,28,0)
(19191,25,0)
(19244,23,0)
(19344,20,0)
(19446,17,0)
(19500,15,0)
(19551,14,0)
(19651,11,0)
(19703,9,0)
(19805,6,0)
(19856,4,0)
(19958,1,0)
(20009,0,0)
(20060,2,0)
(20161,8,0)
(20263,15,0)
(20314,18,0)
(20365,21,0)
(20466,27,0)
(20518,31,0)
(20571,34,0)
(20622,37,0)
(20722,43,0)
(20774,47,0)
(20875,53,0)
(20926,56,0)
(21026,62,0)
(21079,66,0)
(21180,72,0)
(21231,75,0)
(21331,81,0)
(21382,85,0)
(21484,91,0)
(21535,94,0)
(21635,100,0)
(21687,104,0)
(21740,107,0)
(21841,113,0)
(21943,120,0)
(21996,123,0)
(22096,129,0)
(22198,135,0)
(22252,139,0)
(22303,142,0)
(22403,147,0)
(22455,152,0)
(22556,157,0)
(22607,160,0)
(22707,166,0)
(22758,170,0)
(22862,176,0)
(22962,182,0)
(23014,186,0)
(23067,189,0)
(23167,195,0)
(23271,202,0)
(23324,205,0)
(23375,208,0)
(23475,214,0)
(23527,218,0)
(23627,224,0)
(23678,227,0)
(23729,230,0)
(23831,237,0)
(23883,240,0)
(23984,246,0)
(24035,249,0)
(24087,253,0)
(24139,256,0)
(24239,262,0)
(24339,268,0)
(24390,272,0)
(24444,275,0)
(24495,278,0)
(24595,284,0)
(24647,288,0)
(24698,291,0)
(24749,294,0)
(24849,300,0)
(24951,307,0)
(25005,310,0)
(25106,316,0)
(25158,320,0)
(25211,323,0)
(25262,326,0)
(25362,332,0)
(25414,335,0)
(25467,339,0)
(25518,342,0)
(25569,345,0)
(25671,352,0)
(25724,355,0)
(25824,361,0)
(25875,363,0)
(25928,367,0)
(25980,370,0)
(26031,374,0)
(26131,379,0)
(26183,383,0)
(26236,386,0)
(26287,389,0)
(26338,392,0)
(26439,399,0)
(26492,402,0)
(26592,408,0)
(26643,411,0)
(26695,415,0)
(26748,418,0)
(26799,421,0)
(26899,427,0)
(26951,431,0)
(27004,434,0)
(27055,437,0)
(27106,440,0)
(27207,447,0)
(27259,450,0)
(27359,456,0)
(27410,459,0)
(27512,466,0)
(27564,469,0)
(27664,475,0)
(27715,478,0)
(27767,482,0)
(27821,485,0)
(27872,488,0)
(27972,494,0)
(28023,498,0)
(28124,504,0)
(28175,507,0)
(28275,513,0)
(28327,517,0)
(28428,523,0)
(28479,526,0)
(28579,532,0)
(28631,536,0)
(28732,542,0)
(28783,545,0)
(28883,551,0)
(28936,554,0)
(28989,558,0)
(29090,564,0)
(29191,570,0)
(29243,574,0)
(29344,580,0)
(29444,585,0)
(29496,589,0)
(29547,592,0)
(29647,599,0)
(29698,601,0)
(29751,605,0)
(29804,608,0)
(29855,611,0)
(29955,617,0)
(30008,621,0)
(30059,624,0)
(30160,630,0)
(30260,636,0)
(30311,640,0)
(30413,646,0)
(30464,649,0)
(30564,655,0)
(30615,659,0)
(30721,665,0)
(30824,672,0)
(30877,675,0)
(30928,678,0)
(31028,684,0)
(31079,688,0)
(31180,694,0)
(31231,697,0)
(31331,703,0)
(31383,707,0)
(31484,713,0)
(31537,716,0)
(31639,723,0)
(31692,726,0)
(31792,732,0)
(31892,738,0)
(31943,742,0)
(31996,745,0)
(32096,751,0)
(32196,757,0)
(32247,761,0)
(32300,764,0)
(32351,767,0)
(32451,773,0)
(32503,776,0)
(32556,779,0)
(32607,782,0)
(32707,788,0)
(32759,792,0)
(32861,799,0)
(32912,802,0)
(32963,804,0)
(33064,811,0)
(33117,814,0)
(33217,820,0)
(33268,823,0)
(33371,830,0)
(33425,834,0)
(33524,839,0)
(33626,846,0)
(33679,849,0)
(33731,852,0)
(33830,858,0)
(33882,862,0)
(33983,868,0)
(34034,871,0)
(34134,877,0)
(34187,881,0)
(34239,884,0)
(34340,890,0)
(34442,897,0)
(34495,900,0)
(34594,906,0)
(34694,912,0)
