(57,446,0)
(112,444,0)
(167,443,0)
(222,442,0)
(277,441,0)
(331,439,0)
(386,438,0)
(441,437,0)
(496,436,0)
(552,435,0)
(605,433,0)
(660,432,0)
(715,431,0)
(771,430,0)
(825,428,0)
(880,427,0)
(935,426,0)
(990,425,0)
(1044,423,0)
(1099,422,0)
(1154,421,0)
(1209,420,0)
(1264,419,0)
(1319,417,0)
(1373,416,0)
(1429,415,0)
(1483,414,0)
(1538,412,0)
(1593,411,0)
(1648,410,0)
(1702,409,0)
(1757,408,0)
(1812,406,0)
(1866,405,0)
(1921,404,0)
(1976,403,0)
(2031,401,0)
(2086,400,0)
(2141,399,0)
(2196,398,0)
(2251,397,0)
(2306,395,0)
(2361,394,0)
(2415,393,0)
(2469,392,0)
(2525,390,0)
(2579,389,0)
(2634,388,0)
(2689,387,0)
(2744,385,0)
(2799,384,0)
(2854,383,0)
(2909,382,0)
(2963,381,0)
(3018,379,0)
(3073,378,0)
(3129,377,0)
(3184,376,0)
(3239,374,0)
(3294,373,0)
(3348,372,0)
(3404,371,0)
(3459,370,0)
(3513,368,0)
(3568,367,0)
(3624,366,0)
(3679,365,0)
(3734,363,0)
(3789,362,0)
(3843,361,0)
(3898,360,0)
(3953,358,0)
(4008,357,0)
(4062,356,0)
(4118,355,0)
(4173,354,0)
(4227,352,0)
(4283,351,0)
(4337,350,0)
(4393,349,0)
(4447,347,0)
(4502,346,0)
(4558,345,0)
(4613,344,0)
(4668,343,0)
(4723,341,0)
(4778,340,0)
(4833,339,0)
(4887,338,0)
(4942,336,0)
(4997,335,0)
(5052,334,0)
(5107,333,0)
(5162,331,0)
(5217,330,0)
(5272,329,0)
(5327,328,0)
(5382,327,0)
(5437,325,0)
(5492,324,0)
(5547,323,0)
(5601,322,0)
(5656,320,0)
(5711,319,0)
(5766,318,0)
(5821,317,0)
(5876,316,0)
(5930,314,0)
(5984,313,0)
(6039,312,0)
(6094,311,0)
(6149,309,0)
(6204,308,0)
(6259,307,0)
(6313,306,0)
(6368,305,0)
(6423,303,0)
(6478,302,0)
(6532,301,0)
(6588,300,0)
(6643,298,0)
(6698,297,0)
(6752,296,0)
(6806,295,0)
(6861,293,0)
(6917,292,0)
