(52,-1,-1)
(105,-1,-1)
(156,-1,-1)
(256,-1,-1)
(310,-1,-1)
(410,-1,-1)
(510,-1,-1)
(612,-1,-1)
(664,-1,-1)
(715,-1,-1)
(766,-1,-1)
(868,-1,-1)
(921,-1,-1)
(1021,-1,-1)
(1072,-1,-1)
(1123,-1,-1)
(1176,-1,-1)
(1227,-1,-1)
(1327,-1,-1)
(1379,-1,-1)
(1432,-1,-1)
(1483,-1,-1)
(1534,-1,-1)
(1636,-1,-1)
(1688,-1,-1)
(1788,-1,-1)
(1839,-1,-1)
(1892,-1,-1)
(1943,-1,-1)
(1994,-1,-1)
(2094,-1,-1)
(2195,-1,-1)
(2247,-1,-1)
(2298,-1,-1)
(2398,-1,-1)
(2499,-1,-1)
(2553,-1,-1)
(2604,-1,-1)
(2704,-1,-1)
(2755,-1,-1)
(2856,-1,-1)
(2907,-1,-1)
(3007,-1,-1)
(3059,-1,-1)
(3161,-1,-1)
(3212,-1,-1)
(3312,-1,-1)
(3363,-1,-1)
(3417,-1,-1)
(3518,-1,-1)
(3620,-1,-1)
(3672,-1,-1)
(3772,-1,-1)
(3823,-1,-1)
(3875,-1,-1)
(3927,-1,-1)
(3978,-1,-1)
(4078,-1,-1)
(4131,-1,-1)
(4232,-1,-1)
(4283,-1,-1)
(4383,-1,-1)
(4435,-1,-1)
(4536,-1,-1)
(4587,-1,-1)
(4687,-1,-1)
(4739,-1,-1)
(4840,-1,-1)
(4891,-1,-1)
(4942,-1,-1)
(5043,-1,-1)
(5144,-1,-1)
(5195,-1,-1)
(5295,-1,-1)
(5347,-1,-1)
(5402,-1,-1)
(5502,-1,-1)
(5604,-1,-1)
(5656,-1,-1)
(5756,-1,-1)
(5856,-1,-1)
(5907,-1,-1)
(5961,-1,-1)
(6061,-1,-1)
(6163,-1,-1)
(6216,-1,-1)
(6267,-1,-1)
(6367,-1,-1)
(6420,-1,-1)
(6472,-1,-1)
(6573,-1,-1)
(6675,-1,-1)
(6728,-1,-1)
(6828,-1,-1)
(6931,-1,-1)
(6984,-1,-1)
(7035,-1,-1)
(7135,-1,-1)
(7188,-1,-1)
(7240,-1,-1)
(7341,-1,-1)
(7392,-1,-1)
(7443,-1,-1)
(7496,-1,-1)
(7596,-1,-1)
(7699,-1,-1)
(7753,-1,-1)
(7804,-1,-1)
(7904,-1,-1)
(7956,-1,-1)
(8057,-1,-1)
(8108,-1,-1)
(8159,-1,-1)
(8261,-1,-1)
(8313,-1,-1)
(8413,-1,-1)
(8464,-1,-1)
(8516,-1,-1)
(8569,-1,-1)
(8620,-1,-1)
(8720,-1,-1)
(8772,-1,-1)
(8825,-1,-1)
(8876,-1,-1)
(8927,-1,-1)
(9031,-1,-1)
(9131,-1,-1)
(9232,-1,-1)
(9284,-1,-1)
(9339,-1,-1)
(9390,-1,-1)
(9492,-1,-1)
(9592,-1,-1)
(9643,-1,-1)
(9694,-1,-1)
(9796,-1,-1)
(9848,-1,-1)
(9948,-1,-1)
(9999,-1,-1)
(10100,-1,-1)
(10153,-1,-1)
(10253,-1,-1)
(10304,-1,-1)
(10356,-1,-1)
(10457,-1,-1)
(10557,-1,-1)
(10608,-1,-1)
(10660,-1,-1)
(10714,-1,-1)
(10765,-1,-1)
(10865,-1,-1)
(10917,-1,-1)
(11017,-1,-1)
(11068,-1,-1)
(11168,-1,-1)
(11220,-1,-1)
(11322,-1,-1)
(11373,-1,-1)
(11473,-1,-1)
(11527,-1,-1)
(11625,-1,-1)
(11676,-1,-1)
(11776,-1,-1)
(11828,-1,-1)
(11929,-1,-1)
(11980,-1,-1)
(12080,-1,-1)
(12132,-1,-1)
(12233,-1,-1)
(12284,-1,-1)
(12384,-1,-1)
(12436,-1,-1)
(12490,-1,-1)
(12591,-1,-1)
(12692,-1,-1)
(12745,-1,-1)
(12845,-1,-1)
(12945,-1,-1)
(12996,-1,-1)
(13050,-1,-1)
(13150,-1,-1)
